"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay","vh","home_team_short","away_team_short","home_Final","away_Final","Close","Actual"
"Regular Season","2002-03",20200628,2003-01-26,"TOR vs. SAC","TOR","SAC",5,"vs","TOR","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200629,2003-01-26,"DAL vs. POR","POR","DAL",6,"vs","DAL","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200630,2003-01-27,"WAS vs. PHX","WAS","PHX",1,"vs","WAS","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200631,2003-01-27,"LAC @ CLE","CLE","LAC",2,"@ ","CLE","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200632,2003-01-27,"MIA vs. IND","IND","MIA",3,"vs","MIA","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200633,2003-01-27,"MIN vs. SAS","MIN","SAS",4,"vs","MIN","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200634,2003-01-27,"HOU @ MEM","HOU","MEM",5,"@ ","MEM","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200635,2003-01-27,"NOH vs. MIL","MIL","NOH",6,"vs","NOH","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200636,2003-01-27,"DEN vs. NJN","NJN","DEN",7,"vs","DEN","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200637,2003-01-28,"ATL @ NYK","NYK","ATL",1,"@ ","NYK","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200638,2003-01-28,"BOS @ DET","DET","BOS",2,"@ ","DET","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200639,2003-01-28,"MIL vs. PHI","PHI","MIL",3,"vs","MIL","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200640,2003-01-28,"UTA @ SAC","UTA","SAC",4,"@ ","SAC","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200641,2003-01-28,"POR vs. DEN","POR","DEN",5,"vs","POR","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200642,2003-01-28,"SEA vs. GSW","SEA","GSW",6,"vs","SEA","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200643,2003-01-29,"ATL @ PHI","ATL","PHI",1,"@ ","PHI","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200644,2003-01-29,"CLE @ ORL","ORL","CLE",2,"@ ","ORL","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200645,2003-01-29,"SAS @ IND","SAS","IND",3,"@ ","IND","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200646,2003-01-29,"NJN vs. WAS","NJN","WAS",4,"vs","NJN","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200647,2003-01-29,"NYK @ MIA","MIA","NYK",5,"@ ","MIA","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200648,2003-01-29,"TOR @ NOH","NOH","TOR",6,"@ ","NOH","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200649,2003-01-29,"DAL @ HOU","DAL","HOU",7,"@ ","HOU","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200650,2003-01-29,"POR @ UTA","UTA","POR",8,"@ ","UTA","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200651,2003-01-29,"LAL @ PHX","LAL","PHX",9,"@ ","PHX","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200652,2003-01-29,"CHI @ LAC","LAC","CHI",10,"@ ","LAC","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200653,2003-01-30,"DAL vs. MIN","DAL","MIN",1,"vs","DAL","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200654,2003-01-30,"MIL vs. WAS","MIL","WAS",2,"vs","MIL","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200655,2003-01-30,"SEA vs. SAC","SAC","SEA",3,"vs","SEA","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200656,2003-01-31,"PHI vs. MIA","PHI","MIA",1,"vs","PHI","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200657,2003-01-31,"TOR vs. IND","TOR","IND",2,"vs","TOR","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200658,2003-01-31,"BOS vs. DET","DET","BOS",3,"vs","BOS","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200659,2003-01-31,"NJN vs. NOH","NJN","NOH",4,"vs","NJN","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200660,2003-01-31,"CLE @ ATL","ATL","CLE",5,"@ ","ATL","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200661,2003-01-31,"ORL vs. SAS","SAS","ORL",6,"vs","ORL","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200662,2003-01-31,"NYK @ MEM","NYK","MEM",7,"@ ","MEM","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200663,2003-01-31,"HOU vs. MIN","HOU","MIN",8,"vs","HOU","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200664,2003-01-31,"UTA vs. GSW","UTA","GSW",9,"vs","UTA","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200665,2003-01-31,"POR vs. CHI","POR","CHI",10,"vs","POR","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200666,2003-01-31,"PHX @ LAC","PHX","LAC",11,"@ ","LAC","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200667,2003-01-31,"LAL @ SAC","LAL","SAC",12,"@ ","SAC","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200668,2003-02-01,"NOH @ WAS","WAS","NOH",1,"@ ","WAS","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200669,2003-02-01,"BOS @ IND","IND","BOS",2,"@ ","IND","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200670,2003-02-01,"NJN @ DET","DET","NJN",3,"@ ","DET","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200671,2003-02-01,"MIA vs. SAS","SAS","MIA",4,"vs","MIA","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200672,2003-02-01,"MIL vs. NYK","MIL","NYK",5,"vs","MIL","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200673,2003-02-01,"DAL vs. DEN","DAL","DEN",6,"vs","DAL","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200674,2003-02-01,"GSW @ PHX","PHX","GSW",7,"@ ","PHX","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200675,2003-02-01,"CHI @ SEA","SEA","CHI",8,"@ ","SEA","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200676,2003-02-01,"UTA @ LAL","LAL","UTA",9,"@ ","LAL","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200677,2003-02-02,"POR @ CLE","POR","CLE",1,"@ ","CLE","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200678,2003-02-02,"TOR vs. LAC","TOR","LAC",2,"vs","TOR","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200679,2003-02-02,"ORL @ ATL","ATL","ORL",3,"@ ","ATL","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200680,2003-02-02,"MIN vs. PHI","MIN","PHI",4,"vs","MIN","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200681,2003-02-02,"SAC @ HOU","HOU","SAC",5,"@ ","HOU","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200682,2003-02-02,"DEN vs. MEM","DEN","MEM",6,"vs","DEN","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200683,2003-02-03,"SEA @ NJN","NJN","SEA",1,"@ ","NJN","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200684,2003-02-03,"ATL @ MIA","MIA","ATL",2,"@ ","MIA","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200685,2003-02-03,"NOH vs. BOS","NOH","BOS",3,"vs","NOH","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200686,2003-02-03,"DAL @ UTA","DAL","UTA",4,"@ ","UTA","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200687,2003-02-03,"CHI @ PHX","PHX","CHI",5,"@ ","PHX","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200688,2003-02-03,"MEM @ GSW","GSW","MEM",6,"@ ","GSW","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200689,2003-02-04,"WAS vs. CLE","WAS","CLE",1,"vs","WAS","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200690,2003-02-04,"POR @ ORL","POR","ORL",2,"@ ","ORL","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200691,2003-02-04,"LAL @ IND","LAL","IND",3,"@ ","IND","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200692,2003-02-04,"LAC @ NYK","NYK","LAC",4,"@ ","NYK","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200693,2003-02-04,"MIL vs. TOR","TOR","MIL",5,"vs","MIL","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200694,2003-02-04,"MIN vs. HOU","MIN","HOU",6,"vs","MIN","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200695,2003-02-04,"DAL vs. SAC","SAC","DAL",7,"vs","DAL","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200696,2003-02-04,"DEN vs. CHI","DEN","CHI",8,"vs","DEN","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200697,2003-02-05,"BOS vs. SEA","BOS","SEA",1,"vs","BOS","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200698,2003-02-05,"CLE vs. HOU","CLE","HOU",2,"vs","CLE","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200699,2003-02-05,"PHI vs. NJN","NJN","PHI",3,"vs","PHI","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200700,2003-02-05,"MIA vs. POR","POR","MIA",4,"vs","MIA","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200701,2003-02-05,"DET vs. LAC","DET","LAC",5,"vs","DET","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200702,2003-02-05,"NOH vs. SAC","NOH","SAC",6,"vs","NOH","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200703,2003-02-05,"MEM @ UTA","UTA","MEM",7,"@ ","UTA","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200704,2003-02-05,"GSW vs. SAS","SAS","GSW",8,"vs","GSW","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200705,2003-02-06,"LAL @ NYK","LAL","NYK",1,"@ ","NYK","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200706,2003-02-06,"MIL vs. SEA","MIL","SEA",2,"vs","MIL","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200707,2003-02-06,"DEN vs. SAS","SAS","DEN",3,"vs","DEN","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200708,2003-02-11,"ORL vs. NJN","ORL","NJN",1,"vs","ORL","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200709,2003-02-11,"IND vs. CLE","IND","CLE",2,"vs","IND","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200710,2003-02-11,"MIA vs. NOH","NOH","MIA",3,"vs","MIA","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200711,2003-02-11,"ATL vs. GSW","GSW","ATL",4,"vs","ATL","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200712,2003-02-11,"MIN vs. DAL","MIN","DAL",5,"vs","MIN","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200713,2003-02-11,"CHI vs. DET","DET","CHI",6,"vs","CHI","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200714,2003-02-11,"HOU vs. UTA","UTA","HOU",7,"vs","HOU","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200715,2003-02-11,"PHX vs. LAC","LAC","PHX",8,"vs","PHX","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200716,2003-02-11,"WAS @ SAC","SAC","WAS",9,"@ ","SAC","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200717,2003-02-11,"SAS @ POR","SAS","POR",10,"@ ","POR","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200718,2003-02-11,"BOS @ SEA","BOS","SEA",11,"@ ","SEA","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200719,2003-02-11,"LAL vs. DEN","LAL","DEN",12,"vs","LAL","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200720,2003-02-12,"CHI @ PHI","PHI","CHI",1,"@ ","PHI","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200721,2003-02-12,"TOR vs. ATL","TOR","ATL",2,"vs","TOR","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200722,2003-02-12,"MIN @ CLE","MIN","CLE",3,"@ ","CLE","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200723,2003-02-12,"NYK vs. GSW","GSW","NYK",4,"vs","NYK","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200724,2003-02-12,"NJN @ MEM","MEM","NJN",5,"@ ","MEM","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200725,2003-02-12,"IND @ NOH","IND","NOH",6,"@ ","NOH","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200726,2003-02-12,"MIL vs. DAL","MIL","DAL",7,"vs","MIL","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200727,2003-02-12,"LAL @ DEN","LAL","DEN",8,"@ ","DEN","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200728,2003-02-12,"HOU @ UTA","HOU","UTA",9,"@ ","UTA","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200729,2003-02-12,"LAC vs. WAS","WAS","LAC",10,"vs","LAC","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200730,2003-02-13,"ORL @ DET","DET","ORL",1,"@ ","DET","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200731,2003-02-13,"POR vs. BOS","BOS","POR",2,"vs","POR","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200732,2003-02-14,"GSW @ TOR","GSW","TOR",1,"@ ","TOR","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200733,2003-02-14,"IND vs. ATL","IND","ATL",2,"vs","IND","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200734,2003-02-14,"NJN vs. CHI","NJN","CHI",3,"vs","NJN","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200735,2003-02-14,"PHI vs. ORL","PHI","ORL",4,"vs","PHI","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200736,2003-02-14,"NOH @ MIN","MIN","NOH",5,"@ ","MIN","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200737,2003-02-14,"MEM vs. DAL","DAL","MEM",6,"vs","MEM","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200738,2003-02-14,"DET @ MIL","MIL","DET",7,"@ ","MIL","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200739,2003-02-14,"MIA @ HOU","MIA","HOU",8,"@ ","HOU","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200740,2003-02-14,"UTA vs. WAS","UTA","WAS",9,"vs","UTA","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200741,2003-02-14,"PHX vs. NYK","NYK","PHX",10,"vs","PHX","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200742,2003-02-14,"SEA @ SAC","SAC","SEA",11,"@ ","SAC","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200743,2003-02-14,"SAS @ LAL","SAS","LAL",12,"@ ","LAL","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200744,2003-02-15,"CHI vs. DEN","CHI","DEN",1,"vs","CHI","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200745,2003-02-15,"MIA @ DAL","DAL","MIA",2,"@ ","DAL","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200746,2003-02-15,"POR vs. SEA","POR","SEA",3,"vs","POR","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200747,2003-02-15,"BOS @ LAC","BOS","LAC",4,"@ ","LAC","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200748,2003-02-16,"NJN vs. PHI","PHI","NJN",1,"vs","NJN","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200749,2003-02-16,"TOR vs. ORL","TOR","ORL",2,"vs","TOR","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200750,2003-02-16,"MIL vs. MEM","MEM","MIL",3,"vs","MIL","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200751,2003-02-16,"MIN vs. GSW","MIN","GSW",4,"vs","MIN","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200752,2003-02-16,"SAC vs. SAS","SAS","SAC",5,"vs","SAC","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200753,2003-02-16,"ATL vs. IND","ATL","IND",6,"vs","ATL","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200754,2003-02-16,"NOH vs. DEN","NOH","DEN",7,"vs","NOH","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200755,2003-02-16,"DET @ CLE","DET","CLE",8,"@ ","CLE","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200756,2003-02-16,"BOS @ PHX","PHX","BOS",9,"@ ","PHX","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200757,2003-02-16,"LAL vs. NYK","NYK","LAL",10,"vs","LAL","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200759,2003-02-17,"DET vs. MIA","DET","MIA",1,"vs","DET","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200760,2003-02-17,"UTA vs. MIN","UTA","MIN",2,"vs","UTA","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200761,2003-02-17,"POR vs. NYK","POR","NYK",3,"vs","POR","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200762,2003-02-18,"NOH @ ORL","ORL","NOH",1,"@ ","ORL","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200763,2003-02-18,"CHI @ CLE","CHI","CLE",2,"@ ","CLE","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200764,2003-02-18,"MIA @ NJN","NJN","MIA",3,"@ ","NJN","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200765,2003-02-18,"IND @ MEM","MEM","IND",4,"@ ","MEM","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200766,2003-02-18,"ATL @ DAL","DAL","ATL",5,"@ ","DAL","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200767,2003-02-18,"DEN @ SAS","SAS","DEN",6,"@ ","SAS","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200768,2003-02-18,"SAC vs. MIL","SAC","MIL",7,"vs","SAC","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200769,2003-02-18,"LAL vs. HOU","LAL","HOU",8,"vs","LAL","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200770,2003-02-18,"BOS @ GSW","BOS","GSW",9,"@ ","GSW","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200771,2003-02-19,"DET @ TOR","DET","TOR",1,"@ ","TOR","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200772,2003-02-19,"NOH vs. WAS","NOH","WAS",2,"vs","NOH","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200773,2003-02-19,"DEN vs. MIN","MIN","DEN",3,"vs","DEN","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200774,2003-02-19,"UTA vs. LAL","LAL","UTA",4,"vs","UTA","LAL",NA,NA,NA,NA
"Regular Season","2002-03",20200775,2003-02-19,"PHX vs. HOU","HOU","PHX",5,"vs","PHX","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200776,2003-02-19,"PHI @ CHI","PHI","CHI",6,"@ ","CHI","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200777,2003-02-19,"POR vs. GSW","POR","GSW",7,"vs","POR","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200778,2003-02-19,"NYK @ SEA","SEA","NYK",8,"@ ","SEA","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200779,2003-02-19,"LAC vs. MIL","LAC","MIL",9,"vs","LAC","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200780,2003-02-20,"NJN vs. IND","NJN","IND",1,"vs","NJN","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200781,2003-02-20,"DAL vs. SAS","DAL","SAS",2,"vs","DAL","SAS",NA,NA,NA,NA
"Regular Season","2002-03",20200782,2003-02-20,"SAC vs. BOS","SAC","BOS",3,"vs","SAC","BOS",NA,NA,NA,NA
"Regular Season","2002-03",20200783,2003-02-21,"NJN @ WAS","WAS","NJN",1,"@ ","WAS","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200784,2003-02-21,"ORL vs. CHI","ORL","CHI",2,"vs","ORL","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200785,2003-02-21,"PHX @ TOR","TOR","PHX",3,"@ ","TOR","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200786,2003-02-21,"CLE vs. PHI","PHI","CLE",4,"vs","CLE","PHI",NA,NA,NA,NA
"Regular Season","2002-03",20200787,2003-02-21,"DET @ MIN","MIN","DET",5,"@ ","MIN","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200788,2003-02-21,"MEM @ NOH","NOH","MEM",6,"@ ","NOH","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200789,2003-02-21,"HOU vs. DAL","DAL","HOU",7,"vs","HOU","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200790,2003-02-21,"POR @ LAL","LAL","POR",8,"@ ","LAL","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200791,2003-02-21,"GSW vs. NYK","GSW","NYK",9,"vs","GSW","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200792,2003-02-21,"SEA vs. MIL","SEA","MIL",10,"vs","SEA","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200793,2003-02-22,"DET vs. NOH","NOH","DET",1,"vs","DET","NOH",NA,NA,NA,NA
"Regular Season","2002-03",20200794,2003-02-22,"MIA vs. CHI","MIA","CHI",2,"vs","MIA","CHI",NA,NA,NA,NA
"Regular Season","2002-03",20200795,2003-02-22,"MEM @ HOU","HOU","MEM",3,"@ ","HOU","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200796,2003-02-22,"IND @ SAS","SAS","IND",4,"@ ","SAS","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200797,2003-02-22,"UTA vs. DEN","UTA","DEN",5,"vs","UTA","DEN",NA,NA,NA,NA
"Regular Season","2002-03",20200798,2003-02-22,"MIL @ POR","MIL","POR",6,"@ ","POR","MIL",NA,NA,NA,NA
"Regular Season","2002-03",20200799,2003-02-22,"LAC vs. ATL","ATL","LAC",7,"vs","LAC","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200800,2003-02-23,"WAS vs. DAL","DAL","WAS",1,"vs","WAS","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200801,2003-02-23,"NJN vs. ORL","ORL","NJN",2,"vs","NJN","ORL",NA,NA,NA,NA
"Regular Season","2002-03",20200802,2003-02-23,"MIN vs. PHX","MIN","PHX",3,"vs","MIN","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200803,2003-02-23,"PHI vs. CLE","PHI","CLE",4,"vs","PHI","CLE",NA,NA,NA,NA
"Regular Season","2002-03",20200804,2003-02-23,"ATL @ GSW","GSW","ATL",5,"@ ","GSW","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200805,2003-02-23,"NYK @ SAC","SAC","NYK",6,"@ ","SAC","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200806,2003-02-23,"LAL vs. SEA","LAL","SEA",7,"vs","LAL","SEA",NA,NA,NA,NA
"Regular Season","2002-03",20200807,2003-02-24,"HOU @ BOS","HOU","BOS",1,"@ ","BOS","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200808,2003-02-24,"MIL vs. MIN","MIN","MIL",2,"vs","MIL","MIN",NA,NA,NA,NA
"Regular Season","2002-03",20200809,2003-02-24,"UTA @ MEM","MEM","UTA",3,"@ ","MEM","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200810,2003-02-24,"PHX @ CHI","CHI","PHX",4,"@ ","CHI","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200811,2003-02-24,"GSW @ DEN","GSW","DEN",5,"@ ","DEN","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200812,2003-02-24,"DET @ SEA","SEA","DET",6,"@ ","SEA","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200813,2003-02-25,"DAL @ ORL","ORL","DAL",1,"@ ","ORL","DAL",NA,NA,NA,NA
"Regular Season","2002-03",20200814,2003-02-25,"CLE vs. NJN","CLE","NJN",2,"vs","CLE","NJN",NA,NA,NA,NA
"Regular Season","2002-03",20200815,2003-02-25,"WAS @ IND","WAS","IND",3,"@ ","IND","WAS",NA,NA,NA,NA
"Regular Season","2002-03",20200816,2003-02-25,"HOU @ NYK","NYK","HOU",4,"@ ","NYK","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200817,2003-02-25,"SAS vs. MIA","SAS","MIA",5,"vs","SAS","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200818,2003-02-25,"DET @ SAC","SAC","DET",6,"@ ","SAC","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200819,2003-02-25,"POR vs. ATL","POR","ATL",7,"vs","POR","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200820,2003-02-25,"LAL vs. LAC","LAL","LAC",8,"vs","LAL","LAC",NA,NA,NA,NA
"Regular Season","2002-03",20200821,2003-02-26,"IND @ BOS","BOS","IND",1,"@ ","BOS","IND",NA,NA,NA,NA
"Regular Season","2002-03",20200822,2003-02-26,"PHI vs. MEM","PHI","MEM",2,"vs","PHI","MEM",NA,NA,NA,NA
"Regular Season","2002-03",20200823,2003-02-26,"NJN vs. NYK","NJN","NYK",3,"vs","NJN","NYK",NA,NA,NA,NA
"Regular Season","2002-03",20200824,2003-02-26,"PHX @ MIL","PHX","MIL",4,"@ ","MIL","PHX",NA,NA,NA,NA
"Regular Season","2002-03",20200825,2003-02-26,"UTA @ MIN","MIN","UTA",5,"@ ","MIN","UTA",NA,NA,NA,NA
"Regular Season","2002-03",20200826,2003-02-26,"NOH vs. MIA","NOH","MIA",6,"vs","NOH","MIA",NA,NA,NA,NA
"Regular Season","2002-03",20200827,2003-02-26,"TOR @ CHI","CHI","TOR",7,"@ ","CHI","TOR",NA,NA,NA,NA
"Regular Season","2002-03",20200828,2003-02-26,"POR @ DEN","POR","DEN",8,"@ ","DEN","POR",NA,NA,NA,NA
"Regular Season","2002-03",20200829,2003-02-26,"ATL @ SEA","SEA","ATL",9,"@ ","SEA","ATL",NA,NA,NA,NA
"Regular Season","2002-03",20200830,2003-02-26,"GSW @ LAC","GSW","LAC",10,"@ ","LAC","GSW",NA,NA,NA,NA
"Regular Season","2002-03",20200831,2003-02-27,"WAS vs. HOU","WAS","HOU",1,"vs","WAS","HOU",NA,NA,NA,NA
"Regular Season","2002-03",20200832,2003-02-27,"SAC @ DAL","SAC","DAL",2,"@ ","DAL","SAC",NA,NA,NA,NA
"Regular Season","2002-03",20200833,2003-02-27,"DET @ LAL","LAL","DET",3,"@ ","LAL","DET",NA,NA,NA,NA
"Regular Season","2002-03",20200834,2003-02-28,"UTA @ PHI","PHI","UTA",1,"@ ","PHI","UTA",NA,NA,NA,NA
