"typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay","vh","home_team_short","away_team_short","home_Final","away_Final","Close","Actual"
"Regular Season","2020-21",22000635,2021-03-19,"DET @ HOU","DET","HOU",6,"@ ","HOU","DET",100,113,-2,13
"Regular Season","2020-21",22000636,2021-03-19,"MEM vs. GSW","GSW","MEM",7,"vs","MEM","GSW",103,116,-6.5,13
"Regular Season","2020-21",22000637,2021-03-19,"CHI @ DEN","DEN","CHI",8,"@ ","DEN","CHI",131,127,-7,-4
"Regular Season","2020-21",22000638,2021-03-19,"PHX vs. MIN","PHX","MIN",9,"vs","PHX","MIN",113,101,-10.5,-12
"Regular Season","2020-21",22000639,2021-03-19,"DAL @ POR","POR","DAL",10,"@ ","POR","DAL",125,119,2.5,-6
"Regular Season","2020-21",22000640,2021-03-20,"LAL vs. ATL","ATL","LAL",1,"vs","LAL","ATL",94,99,-3,5
"Regular Season","2020-21",22000641,2021-03-20,"PHI vs. SAC","PHI","SAC",2,"vs","PHI","SAC",129,105,-3.5,-24
"Regular Season","2020-21",22000642,2021-03-20,"MEM vs. GSW","MEM","GSW",3,"vs","MEM","GSW",111,103,-6.5,-8
"Regular Season","2020-21",22000643,2021-03-20,"MIL vs. SAS","MIL","SAS",4,"vs","MIL","SAS",120,113,-11.5,-7
"Regular Season","2020-21",22000644,2021-03-20,"LAC vs. CHA","LAC","CHA",5,"vs","LAC","CHA",125,98,-9.5,-27
"Regular Season","2020-21",22000016,2021-03-21,"OKC @ HOU","OKC","HOU",1,"@ ","HOU","OKC",112,114,-5,2
"Regular Season","2020-21",22000167,2021-03-21,"BOS vs. ORL","BOS","ORL",2,"vs","BOS","ORL",112,96,-9,-16
"Regular Season","2020-21",22000645,2021-03-21,"MIA vs. IND","IND","MIA",3,"vs","MIA","IND",106,109,-3.5,3
"Regular Season","2020-21",22000646,2021-03-21,"DEN vs. NOP","NOP","DEN",4,"vs","DEN","NOP",108,113,-6.5,5
"Regular Season","2020-21",22000647,2021-03-21,"BKN vs. WAS","BKN","WAS",5,"vs","BKN","WAS",113,106,-9,-7
"Regular Season","2020-21",22000648,2021-03-21,"TOR @ CLE","CLE","TOR",6,"@ ","CLE","TOR",116,105,7,-11
"Regular Season","2020-21",22000649,2021-03-21,"DET vs. CHI","CHI","DET",7,"vs","DET","CHI",86,100,3.5,14
"Regular Season","2020-21",22000650,2021-03-21,"NYK vs. PHI","PHI","NYK",8,"vs","NYK","PHI",100,101,1,1
"Regular Season","2020-21",22000651,2021-03-21,"LAL @ PHX","PHX","LAL",9,"@ ","PHX","LAL",111,94,-10,-17
"Regular Season","2020-21",22000652,2021-03-21,"POR vs. DAL","DAL","POR",10,"vs","POR","DAL",92,132,2,40
"Regular Season","2020-21",22000653,2021-03-22,"SAC @ CLE","SAC","CLE",1,"@ ","CLE","SAC",105,119,4.5,14
"Regular Season","2020-21",22000654,2021-03-22,"OKC @ MIN","OKC","MIN",2,"@ ","MIN","OKC",103,112,-5,9
"Regular Season","2020-21",22000655,2021-03-22,"SAS vs. CHA","CHA","SAS",3,"vs","SAS","CHA",97,100,-5,3
"Regular Season","2020-21",22000656,2021-03-22,"CHI vs. UTA","UTA","CHI",4,"vs","CHI","UTA",95,120,9.5,25
"Regular Season","2020-21",22000657,2021-03-22,"TOR @ HOU","HOU","TOR",5,"@ ","HOU","TOR",117,99,8.5,-18
"Regular Season","2020-21",22000658,2021-03-22,"BOS @ MEM","MEM","BOS",6,"@ ","MEM","BOS",132,126,-4.5,-6
"Regular Season","2020-21",22000659,2021-03-22,"MIL vs. IND","MIL","IND",7,"vs","MIL","IND",140,113,-6.5,-27
"Regular Season","2020-21",22000660,2021-03-22,"LAC vs. ATL","LAC","ATL",8,"vs","LAC","ATL",119,110,-6.5,-9
"Regular Season","2020-21",22000661,2021-03-23,"DEN @ ORL","DEN","ORL",1,"@ ","ORL","DEN",99,110,7.5,11
"Regular Season","2020-21",22000662,2021-03-23,"WAS @ NYK","NYK","WAS",2,"@ ","NYK","WAS",131,113,-3,-18
"Regular Season","2020-21",22000663,2021-03-23,"LAL @ NOP","NOP","LAL",3,"@ ","NOP","LAL",128,111,-5.5,-17
"Regular Season","2020-21",22000664,2021-03-23,"PHX @ MIA","PHX","MIA",4,"@ ","MIA","PHX",100,110,2,10
"Regular Season","2020-21",22000665,2021-03-23,"GSW vs. PHI","PHI","GSW",5,"vs","GSW","PHI",98,108,4,10
"Regular Season","2020-21",22000666,2021-03-23,"POR vs. BKN","BKN","POR",6,"vs","POR","BKN",112,116,-2.5,4
"Regular Season","2020-21",22000667,2021-03-24,"DET @ IND","IND","DET",1,"@ ","IND","DET",116,111,-7.5,-5
"Regular Season","2020-21",22000668,2021-03-24,"DEN @ TOR","TOR","DEN",2,"@ ","TOR","DEN",135,111,1.5,-24
"Regular Season","2020-21",22000669,2021-03-24,"MIL vs. BOS","MIL","BOS",3,"vs","MIL","BOS",121,119,-7,-2
"Regular Season","2020-21",22000670,2021-03-24,"PHX @ ORL","ORL","PHX",4,"@ ","ORL","PHX",112,111,9,-1
"Regular Season","2020-21",22000671,2021-03-24,"CHI vs. CLE","CLE","CHI",5,"vs","CHI","CLE",94,103,-7,9
"Regular Season","2020-21",22000672,2021-03-24,"CHA @ HOU","CHA","HOU",6,"@ ","HOU","CHA",97,122,3.5,25
"Regular Season","2020-21",22000673,2021-03-24,"MIN vs. DAL","DAL","MIN",7,"vs","MIN","DAL",108,128,8,20
"Regular Season","2020-21",22000674,2021-03-24,"MEM @ OKC","MEM","OKC",8,"@ ","OKC","MEM",107,116,7,9
"Regular Season","2020-21",22000675,2021-03-24,"SAS vs. LAC","LAC","SAS",9,"vs","SAS","LAC",101,134,6,33
"Regular Season","2020-21",22000676,2021-03-24,"BKN @ UTA","UTA","BKN",10,"@ ","UTA","BKN",118,88,-13,-30
"Regular Season","2020-21",22000677,2021-03-24,"SAC vs. ATL","SAC","ATL",11,"vs","SAC","ATL",110,108,3,-2
"Regular Season","2020-21",22000678,2021-03-25,"POR @ MIA","POR","MIA",1,"@ ","MIA","POR",122,125,2.5,3
"Regular Season","2020-21",22000679,2021-03-25,"NYK vs. WAS","NYK","WAS",2,"vs","NYK","WAS",106,102,-2.5,-4
"Regular Season","2020-21",22000680,2021-03-25,"SAS vs. LAC","LAC","SAS",3,"vs","SAS","LAC",85,98,1,13
"Regular Season","2020-21",22000681,2021-03-25,"LAL vs. PHI","PHI","LAL",4,"vs","LAL","PHI",101,109,6,8
"Regular Season","2020-21",22000682,2021-03-25,"SAC vs. GSW","SAC","GSW",5,"vs","SAC","GSW",141,119,-4.5,-22
"Regular Season","2020-21",22000683,2021-03-26,"DET vs. BKN","BKN","DET",1,"vs","DET","BKN",111,113,6.5,2
"Regular Season","2020-21",22000684,2021-03-26,"TOR vs. PHX","PHX","TOR",2,"vs","TOR","PHX",100,104,3.5,4
"Regular Season","2020-21",22000685,2021-03-26,"MIL vs. BOS","BOS","MIL",3,"vs","MIL","BOS",114,122,-6,8
"Regular Season","2020-21",22000686,2021-03-26,"MIA @ CHA","CHA","MIA",4,"@ ","CHA","MIA",110,105,2,-5
"Regular Season","2020-21",22000687,2021-03-26,"ORL vs. POR","POR","ORL",5,"vs","ORL","POR",105,112,9.5,7
"Regular Season","2020-21",22000688,2021-03-26,"MIN vs. HOU","MIN","HOU",6,"vs","MIN","HOU",107,101,-4,-6
"Regular Season","2020-21",22000689,2021-03-26,"DEN @ NOP","DEN","NOP",7,"@ ","NOP","DEN",108,113,2.5,5
"Regular Season","2020-21",22000690,2021-03-26,"DAL vs. IND","IND","DAL",8,"vs","DAL","IND",94,109,1.5,15
"Regular Season","2020-21",22000691,2021-03-26,"UTA vs. MEM","UTA","MEM",9,"vs","UTA","MEM",117,114,-10,-3
"Regular Season","2020-21",22000692,2021-03-26,"GSW vs. ATL","ATL","GSW",10,"vs","GSW","ATL",108,124,7,16
"Regular Season","2020-21",22000693,2021-03-26,"LAL vs. CLE","LAL","CLE",11,"vs","LAL","CLE",100,86,-4,-14
"Regular Season","2020-21",22000694,2021-03-27,"DET @ WAS","WAS","DET",1,"@ ","WAS","DET",106,92,-5.5,-14
"Regular Season","2020-21",22000695,2021-03-27,"MIL vs. NYK","NYK","MIL",2,"vs","MIL","NYK",96,102,2.5,6
"Regular Season","2020-21",22000696,2021-03-27,"MIN vs. HOU","HOU","MIN",3,"vs","MIN","HOU",107,129,-4.5,22
"Regular Season","2020-21",22000697,2021-03-27,"SAS vs. CHI","SAS","CHI",4,"vs","SAS","CHI",120,104,-1,-16
"Regular Season","2020-21",22000698,2021-03-27,"NOP vs. DAL","NOP","DAL",5,"vs","NOP","DAL",112,103,-5.5,-9
"Regular Season","2020-21",22000699,2021-03-27,"OKC vs. BOS","BOS","OKC",6,"vs","OKC","BOS",94,111,6,17
"Regular Season","2020-21",22000700,2021-03-27,"UTA vs. MEM","UTA","MEM",7,"vs","UTA","MEM",126,110,-9,-16
"Regular Season","2020-21",22000701,2021-03-27,"LAC vs. PHI","LAC","PHI",8,"vs","LAC","PHI",122,112,-5.5,-10
"Regular Season","2020-21",22000702,2021-03-27,"SAC vs. CLE","SAC","CLE",9,"vs","SAC","CLE",100,98,-9,-2
"Regular Season","2020-21",22000703,2021-03-28,"PHX @ CHA","PHX","CHA",1,"@ ","CHA","PHX",97,101,7,4
"Regular Season","2020-21",22000704,2021-03-28,"POR @ TOR","POR","TOR",2,"@ ","TOR","POR",117,122,2.5,5
"Regular Season","2020-21",22000705,2021-03-28,"DEN vs. ATL","DEN","ATL",3,"vs","DEN","ATL",126,102,-5,-24
"Regular Season","2020-21",22000706,2021-03-28,"LAL vs. ORL","LAL","ORL",4,"vs","LAL","ORL",96,93,-7,-3
"Regular Season","2020-21",22000707,2021-03-29,"WAS vs. IND","WAS","IND",1,"vs","WAS","IND",132,124,7,-8
"Regular Season","2020-21",22000708,2021-03-29,"BOS vs. NOP","NOP","BOS",2,"vs","BOS","NOP",109,115,-3,6
"Regular Season","2020-21",22000709,2021-03-29,"BKN vs. MIN","BKN","MIN",3,"vs","BKN","MIN",112,107,-10.5,-5
"Regular Season","2020-21",22000710,2021-03-29,"NYK vs. MIA","MIA","NYK",4,"vs","NYK","MIA",88,98,3.5,10
"Regular Season","2020-21",22000711,2021-03-29,"DET vs. TOR","DET","TOR",5,"vs","DET","TOR",118,104,5.5,-14
"Regular Season","2020-21",22000712,2021-03-29,"MEM @ HOU","MEM","HOU",6,"@ ","HOU","MEM",110,120,8,10
"Regular Season","2020-21",22000713,2021-03-29,"DAL @ OKC","DAL","OKC",7,"@ ","OKC","DAL",106,127,11.5,21
"Regular Season","2020-21",22000714,2021-03-29,"SAS vs. SAC","SAC","SAS",8,"vs","SAS","SAC",115,132,-2.5,17
"Regular Season","2020-21",22000715,2021-03-29,"UTA vs. CLE","UTA","CLE",9,"vs","UTA","CLE",114,75,-16.5,-39
"Regular Season","2020-21",22000716,2021-03-29,"GSW vs. CHI","GSW","CHI",10,"vs","GSW","CHI",116,102,-2,-14
"Regular Season","2020-21",22000717,2021-03-29,"LAC vs. MIL","LAC","MIL",11,"vs","LAC","MIL",129,105,2.5,-24
"Regular Season","2020-21",22000171,2021-03-30,"ATL @ PHX","PHX","ATL",1,"@ ","PHX","ATL",117,110,-5.5,-7
"Regular Season","2020-21",22000718,2021-03-30,"CHA @ WAS","CHA","WAS",2,"@ ","WAS","CHA",104,114,4.5,10
"Regular Season","2020-21",22000719,2021-03-30,"PHI @ DEN","DEN","PHI",3,"@ ","DEN","PHI",104,95,-5,-9
"Regular Season","2020-21",22000720,2021-03-30,"ORL @ LAC","ORL","LAC",4,"@ ","LAC","ORL",96,103,-11,7
"Regular Season","2020-21",22000721,2021-03-31,"POR @ DET","POR","DET",1,"@ ","DET","POR",101,124,7.5,23
"Regular Season","2020-21",22000722,2021-03-31,"MIA @ IND","MIA","IND",2,"@ ","IND","MIA",87,92,1.5,5
"Regular Season","2020-21",22000723,2021-03-31,"BOS vs. DAL","DAL","BOS",3,"vs","BOS","DAL",108,113,-1,5
"Regular Season","2020-21",22000724,2021-03-31,"HOU @ BKN","BKN","HOU",4,"@ ","BKN","HOU",120,108,-12.5,-12
"Regular Season","2020-21",22000725,2021-03-31,"MEM vs. UTA","UTA","MEM",5,"vs","MEM","UTA",107,111,6,4
"Regular Season","2020-21",22000726,2021-03-31,"MIN vs. NYK","MIN","NYK",6,"vs","MIN","NYK",102,101,3,-1
"Regular Season","2020-21",22000727,2021-03-31,"OKC vs. TOR","OKC","TOR",7,"vs","OKC","TOR",113,103,7.5,-10
"Regular Season","2020-21",22000728,2021-03-31,"SAC @ SAS","SAS","SAC",8,"@ ","SAS","SAC",120,106,-2.5,-14
"Regular Season","2020-21",22000729,2021-03-31,"MIL @ LAL","MIL","LAL",9,"@ ","LAL","MIL",97,112,8.5,15
"Regular Season","2020-21",22000730,2021-03-31,"CHI @ PHX","PHX","CHI",10,"@ ","PHX","CHI",121,116,-8.5,-5
"Regular Season","2020-21",22000179,2021-04-01,"DET vs. WAS","DET","WAS",1,"vs","DET","WAS",120,91,-1,-29
"Regular Season","2020-21",22000731,2021-04-01,"PHI @ CLE","PHI","CLE",2,"@ ","CLE","PHI",94,114,9.5,20
"Regular Season","2020-21",22000732,2021-04-01,"BKN vs. CHA","BKN","CHA",3,"vs","BKN","CHA",111,89,-2.5,-22
"Regular Season","2020-21",22000733,2021-04-01,"MIA vs. GSW","MIA","GSW",4,"vs","MIA","GSW",116,109,-3,-7
"Regular Season","2020-21",22000734,2021-04-01,"ORL @ NOP","ORL","NOP",5,"@ ","NOP","ORL",110,115,-5,5
"Regular Season","2020-21",22000735,2021-04-01,"ATL @ SAS","ATL","SAS",6,"@ ","SAS","ATL",129,134,-1,5
"Regular Season","2020-21",22000736,2021-04-01,"LAC vs. DEN","DEN","LAC",7,"vs","LAC","DEN",94,101,-2,7
"Regular Season","2020-21",22000737,2021-04-02,"GSW @ TOR","TOR","GSW",1,"@ ","TOR","GSW",130,77,-5.5,-53
"Regular Season","2020-21",22000738,2021-04-02,"HOU @ BOS","BOS","HOU",2,"@ ","BOS","HOU",118,102,-12,-16
"Regular Season","2020-21",22000739,2021-04-02,"NYK vs. DAL","DAL","NYK",3,"vs","NYK","DAL",86,99,5,13
"Regular Season","2020-21",22000740,2021-04-02,"CHA @ IND","CHA","IND",4,"@ ","IND","CHA",97,114,-5,17
"Regular Season","2020-21",22000741,2021-04-02,"MIN @ MEM","MEM","MIN",5,"@ ","MEM","MIN",120,108,-6.5,-12
"Regular Season","2020-21",22000742,2021-04-02,"NOP vs. ATL","ATL","NOP",6,"vs","NOP","ATL",103,126,1.5,23
"Regular Season","2020-21",22000743,2021-04-02,"CHI @ UTA","UTA","CHI",7,"@ ","UTA","CHI",113,106,-11,-7
"Regular Season","2020-21",22000744,2021-04-02,"OKC @ PHX","PHX","OKC",8,"@ ","PHX","OKC",140,103,-14,-37
"Regular Season","2020-21",22000745,2021-04-02,"MIL @ POR","MIL","POR",9,"@ ","POR","MIL",109,127,3,18
"Regular Season","2020-21",22000746,2021-04-02,"SAC vs. LAL","LAL","SAC",10,"vs","SAC","LAL",94,115,-4.5,21
"Regular Season","2020-21",22000747,2021-04-03,"DAL @ WAS","DAL","WAS",1,"@ ","WAS","DAL",87,109,6,22
"Regular Season","2020-21",22000748,2021-04-03,"DET vs. NYK","NYK","DET",2,"vs","DET","NYK",81,125,2.5,44
"Regular Season","2020-21",22000749,2021-04-03,"CLE @ MIA","MIA","CLE",3,"@ ","MIA","CLE",115,101,-12,-14
"Regular Season","2020-21",22000750,2021-04-03,"MIN @ PHI","PHI","MIN",4,"@ ","PHI","MIN",122,113,-14,-9
"Regular Season","2020-21",22000751,2021-04-03,"SAS vs. IND","IND","SAS",5,"vs","SAS","IND",133,139,-7,6
"Regular Season","2020-21",22000752,2021-04-03,"UTA vs. ORL","UTA","ORL",6,"vs","UTA","ORL",137,91,-15.5,-46
"Regular Season","2020-21",22000753,2021-04-03,"OKC @ POR","POR","OKC",7,"@ ","POR","OKC",133,85,-13,-48
"Regular Season","2020-21",22000754,2021-04-03,"MIL @ SAC","MIL","SAC",8,"@ ","SAC","MIL",128,129,3,1
"Regular Season","2020-21",22000755,2021-04-04,"BKN @ CHI","CHI","BKN",1,"@ ","CHI","BKN",115,107,2.5,-8
"Regular Season","2020-21",22000756,2021-04-04,"LAC vs. LAL","LAC","LAL",2,"vs","LAC","LAL",104,86,-11,-18
"Regular Season","2020-21",22000757,2021-04-04,"CHA @ BOS","BOS","CHA",3,"@ ","BOS","CHA",116,86,-9,-30
"Regular Season","2020-21",22000758,2021-04-04,"MEM @ PHI","MEM","PHI",4,"@ ","PHI","MEM",100,116,-3.5,16
"Regular Season","2020-21",22000759,2021-04-04,"GSW @ ATL","ATL","GSW",5,"@ ","ATL","GSW",117,111,-1.5,-6
"Regular Season","2020-21",22000760,2021-04-04,"HOU vs. NOP","NOP","HOU",6,"vs","HOU","NOP",115,122,2.5,7
"Regular Season","2020-21",22000761,2021-04-04,"DEN vs. ORL","DEN","ORL",7,"vs","DEN","ORL",119,109,-17.5,-10
"Regular Season","2020-21",22000762,2021-04-05,"NYK @ BKN","BKN","NYK",1,"@ ","BKN","NYK",114,112,-6,-2
"Regular Season","2020-21",22000763,2021-04-05,"WAS @ TOR","TOR","WAS",2,"@ ","TOR","WAS",103,101,-5.5,-2
"Regular Season","2020-21",22000764,2021-04-05,"UTA @ DAL","DAL","UTA",3,"@ ","DAL","UTA",111,103,5.5,-8
"Regular Season","2020-21",22000765,2021-04-05,"MIN vs. SAC","MIN","SAC",4,"vs","MIN","SAC",116,106,3.5,-10
"Regular Season","2020-21",22000766,2021-04-05,"DET @ OKC","DET","OKC",5,"@ ","OKC","DET",108,132,3,24
"Regular Season","2020-21",22000767,2021-04-05,"SAS vs. CLE","CLE","SAS",6,"vs","SAS","CLE",101,125,-8,24
"Regular Season","2020-21",22000768,2021-04-05,"PHX @ HOU","PHX","HOU",7,"@ ","HOU","PHX",130,133,14,3
"Regular Season","2020-21",22000321,2021-04-06,"DET @ DEN","DEN","DET",1,"@ ","DEN","DET",134,119,-11.5,-15
"Regular Season","2020-21",22000769,2021-04-06,"IND vs. CHI","CHI","IND",2,"vs","IND","CHI",97,113,2,16
"Regular Season","2020-21",22000770,2021-04-06,"NOP @ ATL","ATL","NOP",3,"@ ","ATL","NOP",123,107,-3.5,-16
"Regular Season","2020-21",22000771,2021-04-06,"PHI @ BOS","PHI","BOS",4,"@ ","BOS","PHI",96,106,0,10
"Regular Season","2020-21",22000772,2021-04-06,"TOR vs. LAL","LAL","TOR",5,"vs","TOR","LAL",101,110,1.5,9
"Regular Season","2020-21",22000773,2021-04-06,"MEM @ MIA","MEM","MIA",6,"@ ","MIA","MEM",112,124,-6.5,12
"Regular Season","2020-21",22000774,2021-04-06,"GSW vs. MIL","GSW","MIL",7,"vs","GSW","MIL",122,121,3,-1
"Regular Season","2020-21",22000775,2021-04-06,"POR @ LAC","LAC","POR",8,"@ ","LAC","POR",133,116,-6.5,-17
"Regular Season","2020-21",22000456,2021-04-07,"DAL @ HOU","HOU","DAL",1,"@ ","HOU","DAL",102,93,10,-9
"Regular Season","2020-21",22000776,2021-04-07,"MIN @ IND","IND","MIN",2,"@ ","IND","MIN",141,137,1.5,-4
"Regular Season","2020-21",22000777,2021-04-07,"WAS @ ORL","WAS","ORL",3,"@ ","ORL","WAS",116,131,4.5,15
"Regular Season","2020-21",22000778,2021-04-07,"NYK @ BOS","BOS","NYK",4,"@ ","BOS","NYK",101,99,-3,-2
"Regular Season","2020-21",22000779,2021-04-07,"BKN vs. NOP","BKN","NOP",5,"vs","BKN","NOP",139,111,-8.5,-28
"Regular Season","2020-21",22000780,2021-04-07,"MEM @ ATL","MEM","ATL",6,"@ ","ATL","MEM",113,131,1,18
"Regular Season","2020-21",22000781,2021-04-07,"OKC vs. CHA","CHA","OKC",7,"vs","OKC","CHA",102,113,5.5,11
"Regular Season","2020-21",22000782,2021-04-07,"DEN vs. SAS","DEN","SAS",8,"vs","DEN","SAS",106,96,-5,-10
"Regular Season","2020-21",22000783,2021-04-07,"UTA @ PHX","PHX","UTA",9,"@ ","PHX","UTA",117,113,2.5,-4
"Regular Season","2020-21",22000523,2021-04-08,"CHI @ TOR","CHI","TOR",1,"@ ","TOR","CHI",113,122,4.5,9
"Regular Season","2020-21",22000784,2021-04-08,"LAL @ MIA","MIA","LAL",2,"@ ","MIA","LAL",110,104,-9.5,-6
"Regular Season","2020-21",22000785,2021-04-08,"OKC vs. CLE","CLE","OKC",3,"vs","OKC","CLE",102,129,4,27
"Regular Season","2020-21",22000786,2021-04-08,"DAL vs. MIL","DAL","MIL",4,"vs","DAL","MIL",116,101,-2.5,-15
"Regular Season","2020-21",22000787,2021-04-08,"UTA vs. POR","UTA","POR",5,"vs","UTA","POR",122,103,-5.5,-19
"Regular Season","2020-21",22000788,2021-04-08,"LAC vs. PHX","LAC","PHX",6,"vs","LAC","PHX",113,103,-6,-10
"Regular Season","2020-21",22000789,2021-04-08,"DET @ SAC","DET","SAC",7,"@ ","SAC","DET",101,113,-8,12
"Regular Season","2020-21",22000790,2021-04-09,"IND @ ORL","IND","ORL",1,"@ ","ORL","IND",106,111,6.5,5
"Regular Season","2020-21",22000791,2021-04-09,"ATL vs. CHI","ATL","CHI",2,"vs","ATL","CHI",120,108,-2.5,-12
"Regular Season","2020-21",22000792,2021-04-09,"MIN @ BOS","BOS","MIN",3,"@ ","BOS","MIN",145,136,-8.5,-9
"Regular Season","2020-21",22000793,2021-04-09,"NYK vs. MEM","NYK","MEM",4,"vs","NYK","MEM",133,129,1.5,-4
"Regular Season","2020-21",22000795,2021-04-09,"PHI @ NOP","NOP","PHI",5,"@ ","NOP","PHI",101,94,5.5,-7
"Regular Season","2020-21",22000796,2021-04-09,"MIL vs. CHA","CHA","MIL",6,"vs","MIL","CHA",119,127,3.5,8
"Regular Season","2020-21",22000797,2021-04-09,"DEN vs. SAS","DEN","SAS",7,"vs","DEN","SAS",121,119,-6.5,-2
"Regular Season","2020-21",22000798,2021-04-09,"WAS @ GSW","WAS","GSW",8,"@ ","GSW","WAS",107,110,-4.5,3
"Regular Season","2020-21",22000799,2021-04-09,"LAC vs. HOU","LAC","HOU",9,"vs","LAC","HOU",126,109,-11,-17
"Regular Season","2020-21",22000199,2021-04-10,"PHI @ OKC","PHI","OKC",1,"@ ","OKC","PHI",93,117,10,24
"Regular Season","2020-21",22000794,2021-04-10,"TOR @ CLE","TOR","CLE",2,"@ ","CLE","TOR",115,135,-3,20
"Regular Season","2020-21",22000800,2021-04-10,"BKN vs. LAL","LAL","BKN",3,"vs","BKN","LAL",101,126,-11,25
"Regular Season","2020-21",22000801,2021-04-10,"SAC @ UTA","UTA","SAC",4,"@ ","UTA","SAC",128,112,-11,-16
"Regular Season","2020-21",22000802,2021-04-10,"HOU @ GSW","GSW","HOU",5,"@ ","GSW","HOU",125,109,-7,-16
"Regular Season","2020-21",22000803,2021-04-10,"WAS @ PHX","PHX","WAS",6,"@ ","PHX","WAS",134,106,-13.5,-28
"Regular Season","2020-21",22000804,2021-04-10,"DET @ POR","POR","DET",7,"@ ","POR","DET",118,103,-11,-15
"Regular Season","2020-21",22000805,2021-04-11,"CHA vs. ATL","ATL","CHA",1,"vs","CHA","ATL",101,105,-2.5,4
"Regular Season","2020-21",22000806,2021-04-11,"BOS @ DEN","BOS","DEN",2,"@ ","DEN","BOS",87,105,-3.5,18
"Regular Season","2020-21",22000807,2021-04-11,"NOP @ CLE","NOP","CLE",3,"@ ","CLE","NOP",109,116,9,7
"Regular Season","2020-21",22000808,2021-04-11,"ORL vs. MIL","MIL","ORL",4,"vs","ORL","MIL",87,124,9,37
"Regular Season","2020-21",22000809,2021-04-11,"TOR @ NYK","NYK","TOR",5,"@ ","NYK","TOR",102,96,-3,-6
"Regular Season","2020-21",22000810,2021-04-11,"SAS @ DAL","SAS","DAL",6,"@ ","DAL","SAS",117,119,-6.5,2
"Regular Season","2020-21",22000811,2021-04-11,"IND @ MEM","IND","MEM",7,"@ ","MEM","IND",125,132,-3.5,7
"Regular Season","2020-21",22000812,2021-04-11,"CHI @ MIN","MIN","CHI",8,"@ ","MIN","CHI",121,117,4,-4
"Regular Season","2020-21",22000813,2021-04-11,"LAC vs. DET","LAC","DET",9,"vs","LAC","DET",131,124,-13,-7
"Regular Season","2020-21",22000814,2021-04-11,"POR vs. MIA","MIA","POR",10,"vs","POR","MIA",98,107,0,9
"Regular Season","2020-21",22000278,2021-04-12,"CHI @ MEM","MEM","CHI",1,"@ ","MEM","CHI",101,90,-2,-11
"Regular Season","2020-21",22000815,2021-04-12,"LAL @ NYK","NYK","LAL",2,"@ ","NYK","LAL",111,96,-1,-15
"Regular Season","2020-21",22000816,2021-04-12,"SAS @ ORL","SAS","ORL",3,"@ ","ORL","SAS",97,120,7,23
"Regular Season","2020-21",22000818,2021-04-12,"PHI @ DAL","PHI","DAL",4,"@ ","DAL","PHI",95,113,3.5,18
"Regular Season","2020-21",22000819,2021-04-12,"NOP vs. SAC","NOP","SAC",5,"vs","NOP","SAC",117,110,-2,-7
"Regular Season","2020-21",22000820,2021-04-12,"UTA vs. WAS","WAS","UTA",6,"vs","UTA","WAS",121,125,-10.5,4
"Regular Season","2020-21",22000821,2021-04-12,"GSW vs. DEN","GSW","DEN",7,"vs","GSW","DEN",116,107,5,-9
"Regular Season","2020-21",22000822,2021-04-12,"PHX vs. HOU","PHX","HOU",8,"vs","PHX","HOU",126,120,-12.5,-6
"Regular Season","2020-21",22000817,2021-04-13,"MIN vs. BKN","BKN","MIN",1,"vs","MIN","BKN",97,127,7.5,30
"Regular Season","2020-21",22000823,2021-04-13,"IND vs. LAC","LAC","IND",2,"vs","IND","LAC",115,126,3,11
"Regular Season","2020-21",22000824,2021-04-13,"TOR vs. ATL","ATL","TOR",3,"vs","TOR","ATL",103,108,-1.5,5
"Regular Season","2020-21",22000825,2021-04-13,"CHA vs. LAL","LAL","CHA",4,"vs","CHA","LAL",93,101,1.5,8
"Regular Season","2020-21",22000826,2021-04-13,"UTA vs. OKC","UTA","OKC",5,"vs","UTA","OKC",106,96,-16.5,-10
"Regular Season","2020-21",22000827,2021-04-13,"MIA @ PHX","PHX","MIA",6,"@ ","PHX","MIA",106,86,-3.5,-20
"Regular Season","2020-21",22000828,2021-04-13,"POR vs. BOS","BOS","POR",7,"vs","POR","BOS",115,116,-1,1
"Regular Season","2020-21",22000461,2021-04-14,"IND @ HOU","IND","HOU",1,"@ ","HOU","IND",124,132,3.5,8
"Regular Season","2020-21",22000829,2021-04-14,"CHA vs. CLE","CLE","CHA",2,"vs","CHA","CLE",90,103,-3,13
"Regular Season","2020-21",22000830,2021-04-14,"BKN @ PHI","PHI","BKN",3,"@ ","PHI","BKN",123,117,-9,-6
"Regular Season","2020-21",22000831,2021-04-14,"SAS @ TOR","TOR","SAS",4,"@ ","TOR","SAS",117,112,5.5,-5
"Regular Season","2020-21",22000832,2021-04-14,"LAC @ DET","LAC","DET",5,"@ ","DET","LAC",98,100,1.5,2
"Regular Season","2020-21",22000833,2021-04-14,"CHI vs. ORL","ORL","CHI",6,"vs","CHI","ORL",106,115,-9.5,9
"Regular Season","2020-21",22000834,2021-04-14,"MIL @ MIN","MIL","MIN",7,"@ ","MIN","MIL",105,130,9.5,25
"Regular Season","2020-21",22000835,2021-04-14,"NYK @ NOP","NYK","NOP",8,"@ ","NOP","NYK",106,116,-2,10
"Regular Season","2020-21",22000836,2021-04-14,"GSW @ OKC","GSW","OKC",9,"@ ","OKC","GSW",109,147,12.5,38
